Year,Tm,Player,Age,G,Puntos,Rebotes,Asist,Robos,Bloqueos
1979,POR,Dave Twardzik,28,64,1215,307,319,177,22
1979,WSB,Greg Ballard,24,82,1004,243,263,45,7
1979,LAL,Don Ford,26,79,2128,201,298,128,23
1979,BOS,Jeff Judkins,22,81,2399,275,671,66,7
1979,NJN,Tim Bassett,27,82,1639,269,105,145,28
1979,POR,Larry Steele,29,72,1519,249,604,99,19
1979,SAS,Coby Dietrick,30,76,1355,174,319,149,1
1979,HOU,Mike Dunleavy,24,74,1345,222,317,115,28
1979,DEN,Robert Smith,23,82,1821,310,385,85,30
1979,NOJ,James Hardy,22,68,1616,89,126,120,14
1979,BOS,Jo Jo White,32,47,2144,151,599,117,11
1979,POR,Bob Gross,25,53,1688,104,319,148,24
1979,NJN,Eric Money,23,47,1720,277,522,89,2
1979,NOJ,Aaron James,26,73,2297,78,648,135,17
1979,PHO,Joel Kramer,23,82,2247,65,283,76,23
1979,NOJ,Paul Griffin,25,77,2110,84,610,29,11
1979,NYK,Earl Monroe,34,64,1320,308,681,61,8
1979,ATL,Tom McMillen,26,82,1589,122,257,100,21
1979,MIL,Lloyd Walton,25,75,2193,61,555,187,15
1979,ATL,Jack Givens,22,74,1110,160,156,118,26
1979,NOJ,Spencer Haywood,29,34,1222,278,287,189,17
1979,DET,Ben Poquette,23,76,2188,123,333,87,6
1979,IND,Corky Calhoun,28,81,1929,166,347,63,26
1979,SAS,Allan Bristow,27,74,1685,308,300,143,20
1979,KCK,Bob Nash,28,82,1348,220,463,140,23
1979,CLE,Jim Brewer,27,55,2299,156,289,37,2
1979,GSW,Nate Williams,28,81,1981,148,222,26,23
1979,PHO,Mike Bratz,23,77,1463,119,620,187,9
1979,PHI,Steve Mix,31,74,1517,100,433,105,30
1979,CHI,John Brown,27,77,1932,148,403,128,15
1979,IND,Len Elmore,26,80,1855,308,442,96,1
1979,PHO,Bayard Forrest,24,75,1243,211,533,144,30
1979,KCK,Billy McKinney,23,78,1124,87,629,137,16
1979,DEN,Anthony Roberts,23,63,1860,196,131,187,4
1979,BOS,Curtis Rowe,29,53,1129,106,559,152,7
1979,GSW,Tom Abernethy,24,70,1266,276,560,67,19
1979,LAL,Dave Robisch,29,80,1526,282,164,114,22
1979,NYK,Micheal Ray Richardson,23,72,1863,151,179,137,6
1979,HOU,Dwight Jones,26,81,1925,277,368,115,20
1979,PHO,Gar Heard,30,63,1003,145,336,82,13
1979,LAL,Jim Price,29,75,1875,244,289,130,21
1979,DET,Earl Tatum,25,76,1074,246,368,147,4
1979,SDC,Freeman Williams,22,72,2394,215,429,144,4
1979,NJN,Winford Boynes,21,69,1044,269,214,87,10
1979,NYK,Mike Glenn,23,75,1787,68,224,63,13
1979,MIL,George Johnson,22,67,1243,302,601,159,25
1979,LAL,Kenny Carr,23,72,2146,237,203,95,8
1979,NJN,Wilson Washington,23,62,1609,240,476,116,1
1979,BOS,Billy Knight,26,40,1092,116,133,119,9
1979,CLE,Terry Furlow,24,49,2214,162,457,58,13
1979,DEN,Kim Hughes,26,81,2115,247,513,94,24
1979,BOS,Don Chaney,32,65,1524,244,545,138,23
1979,NJN,Phil Jackson,33,59,2293,109,469,61,26
1979,PHI,Joe Bryant,24,70,2069,220,687,73,27
1979,NYK,Joe Meriweather,25,41,2012,183,192,20,14
1979,CLE,Kenny Higgs,24,68,2111,228,593,198,20
1979,HOU,Slick Watts,27,61,1153,182,614,173,10
1979,CLE,John Lambert,26,70,1177,152,571,82,20
1979,NYK,Spencer Haywood,29,34,2306,138,190,149,17
1979,ATL,Butch Lee,22,49,2332,281,135,60,26
1979,IND,Billy Knight,26,39,2339,116,432,90,8
1979,SEA,Wally Walker,24,60,1178,171,202,50,1
1979,PHO,Ron Lee,26,43,1174,132,108,77,9
1979,KCK,Tom Burleson,26,56,1316,226,522,160,15
1979,BOS,Rick Robey,23,36,2167,90,447,165,24
1979,GSW,Jo Jo White,32,29,1518,112,252,22,17
1979,ATL,Charlie Criss,30,54,2323,313,221,118,16
1979,IND,Rick Robey,23,43,1190,152,682,119,21
1979,NOJ,Tommie Green,22,59,1979,311,572,174,30
1979,BOS,Marvin Barnes,26,38,1013,63,435,164,30
1979,GSW,Wayne Cooper,22,65,1423,195,323,34,11
1979,POR,Clemon Johnson,22,74,1017,131,353,86,3
1979,CLE,Butch Lee,22,33,1495,79,304,159,24
1979,GSW,Raymond Townsend,23,65,2393,161,548,51,14
1979,SAS,Louie Dampier,34,70,1333,229,400,148,5
1979,PHO,Truck Robinson,27,26,1666,180,384,58,19
1979,KCK,Marlon Redmond,23,49,1332,226,478,181,2
1979,PHO,Marty Byrnes,22,43,1106,168,508,82,22
1979,NYK,John Rudd,23,58,1563,81,376,34,15
1979,CHI,Charles Dudley,28,43,1497,239,620,128,20
1979,NJN,Harvey Catchings,27,32,1214,183,232,159,2
1979,IND,Wayne Radford,22,52,1050,120,665,53,8
1979,NOJ,Joe Meriweather,25,36,1135,178,672,198,23
1979,BOS,Bob McAdoo,27,20,2127,210,505,176,2
1979,ATL,Rick Wilson,22,61,1888,60,698,94,5
1979,DET,Andre Wakefield,24,71,1680,102,650,70,21
1979,ATL,Terry Furlow,24,29,2332,52,643,174,13
1979,SEA,Tom LaGarde,23,23,2296,236,659,93,12
1979,NOJ,Ira Terrell,24,31,1796,147,700,123,19
1979,IND,Kevin Stacom,27,44,1532,312,316,98,10
1979,MIL,Norm Van Lier,31,38,1910,90,588,41,12
1979,PHI,Eric Money,23,23,2165,227,264,144,19
1979,SEA,Dick Snyder,34,56,1064,126,467,40,20
1979,WSB,Dave Corzine,22,59,1511,308,498,163,23
1979,NOJ,Marty Byrnes,22,36,1675,169,577,132,19
1979,NJN,Ralph Simpson,29,32,1716,142,443,95,20
1979,SEA,Dennis Awtrey,30,40,2120,67,234,32,15
1979,CHI,Scott Lloyd,26,67,1681,191,489,86,4
1979,PHO,Ted McClain,32,36,1186,66,455,32,13
1979,SEA,Joe Hassett,23,55,1925,74,514,153,30
1979,KCK,Gus Gerard,25,56,2248,95,602,54,14
1979,PHI,Ralph Simpson,29,37,1425,108,399,198,14
1979,DET,Rickey Green,24,27,1632,219,267,33,24
1979,KCK,Lucius Allen,31,31,1737,100,333,172,10
1979,SDC,Bob Bigelow,25,29,1573,138,350,86,20
1979,CHI,Scott May,24,37,1298,194,365,109,24
1979,NOJ,Ron Lee,26,17,1393,284,379,42,15
1979,CLE,Harry Davis,23,40,1701,94,515,96,16
1979,WSB,Phil Chenier,28,27,2229,199,217,117,6
1979,GSW,Wesley Cox,24,31,1829,108,522,40,2
1979,NJN,Al Skinner,26,23,1534,204,225,159,15
1979,LAL,Ron Carter,22,46,1868,264,252,31,19
1979,CLE,Elmore Smith,29,24,1120,70,256,115,18
1979,NYK,Tom Barker,23,22,1152,213,311,178,14
1979,SDC,Connie Norman,25,22,2270,129,117,86,19
1979,DET,Jim Brewer,27,25,1952,119,302,162,26
1979,PHI,Al Skinner,26,22,1159,280,543,143,9
1979,PHI,Harvey Catchings,27,25,1397,242,218,128,21
1979,NJN,Bob Elliott,23,14,1910,92,598,83,10
1979,CLE,Walt Frazier,33,12,2353,138,532,63,26
1979,POR,Jim McMillian,30,23,2134,119,523,64,3
1979,BOS,Earl Williams,27,20,1823,90,525,153,3
1979,DEN,Bo Ellis,24,42,1603,139,668,99,28
1979,IND,Steve Green,25,39,1798,63,663,156,8
1979,SAS,Frankie Sanders,22,22,1315,75,364,104,10
1979,BOS,Kevin Stacom,27,24,1138,305,616,127,22
1979,CHI,Tate Armstrong,23,26,2270,112,595,198,11
1979,BOS,Dennis Awtrey,30,23,1323,99,620,35,29
1979,HOU,Alonzo Bradley,25,34,1875,226,276,53,24
1979,IND,Brad Davis,23,22,1405,162,416,89,11
1979,POR,Kim Anderson,23,21,1738,99,534,84,15
1979,SAS,Glenn Mosley,23,26,1091,219,169,196,14
1979,BOS,Frankie Sanders,22,24,1616,220,488,141,24
1979,DEN,John Kuester,23,33,1409,132,585,64,29
1979,SDC,Brian Taylor,27,20,1062,78,105,87,3
1979,SEA,Lars Hansen,24,15,2027,244,277,129,28
1979,CHI,Steve Sheppard,24,22,1056,206,237,64,15
1979,SDC,John Olive,23,34,1809,179,459,50,16
1979,KCK,Richard Washington,23,18,1872,99,449,178,26
1979,POR,Ira Terrell,24,18,1294,51,676,75,13
1979,DET,Essie Hollis,23,25,1807,223,436,21,3
1979,WSB,Roger Phegley,22,29,1088,274,143,136,15
1979,SDC,Jerome Whitehead,22,31,1748,231,499,125,30
1979,POR,Willie Smith,25,13,2081,173,387,117,4
1979,BOS,Tom Barker,23,12,2283,139,689,169,20
1979,DEN,Phil Hicks,26,20,1663,167,307,66,6
1979,KCK,Ron Behagen,28,9,1259,184,548,174,4
1979,MIL,Sam Smith,24,16,1764,236,392,84,6
1979,HOU,Jacky Dorsey,24,20,1374,287,301,179,9
1979,DET,Chris Ford,30,3,1261,121,612,160,13
1979,SEA,Jackie Robinson,23,12,2344,250,366,30,27
1979,NYK,Greg Bunch,22,12,1657,80,588,22,30
1979,DET,Otis Howard,22,11,1858,89,343,198,22
1979,DEN,Geoff Crompton,23,20,1825,211,568,48,30
1979,NYK,Butch Beard,31,7,1189,252,185,54,27
1979,ATL,Keith Herron,22,14,1648,191,369,186,14
1979,DET,Steve Sheppard,24,20,1145,254,472,191,21
1979,GSW,Tony Robertson,23,12,1577,127,643,60,14
1979,GSW,Ray Epps,22,13,1019,313,216,89,9
1979,LAL,Brad Davis,23,5,1019,205,514,160,8
1979,POR,Lloyd Neal,28,4,1340,187,330,43,9
1979,DET,Larry McNeill,28,11,2327,267,252,41,22
1979,DET,Dennis Boyd,24,5,1701,223,432,178,23
1979,HOU,E.C. Coleman,28,6,1001,73,248,121,3
1979,NYK,Ron Behagen,28,5,2253,191,101,59,21
1979,BOS,Earl Tatum,25,3,2264,73,481,59,14
1979,SDC,Stan Pietkiewicz,22,4,2253,92,225,101,18
1979,SDC,Scott Lloyd,26,5,1968,229,171,125,3
1979,DET,Robert Hawkins,24,4,1585,306,113,189,27
1979,PHI,Marlon Redmond,23,4,1853,194,559,191,25
1979,MIL,Otis Howard,22,3,1454,79,448,148,1
1979,HOU,Tom Barker,23,5,1431,303,305,138,24
1979,NOJ,Gus Bailey,27,2,2354,267,173,49,3
1979,CHI,Andre Wakefield,24,2,1095,310,222,65,3
1979,LAL,Michael Cooper,22,3,1768,126,187,200,23
1979,DET,Gus Gerard,25,2,1415,111,237,31,26
1979,MIL,Del Beshore,22,1,1192,143,600,172,28
1979,DET,Ron Behagen,28,1,1104,194,519,176,17
1980,LAL,Norm Nixon,24,82,1149,249,424,61,21
1980,WSB,Elvin Hayes,34,81,1685,73,235,20,10
1980,NYK,Bill Cartwright,22,82,2281,72,362,140,30
1980,LAL,Kareem Abdul-Jabbar,32,82,2217,259,341,164,6
1980,HOU,Moses Malone,24,82,1545,79,491,113,13
1980,LAL,Jamaal Wilkes,26,82,1593,148,370,149,29
1980,NYK,Micheal Ray Richardson,24,82,2004,98,442,160,24
1980,CHI,Reggie Theus,22,82,1987,282,505,190,27
1980,WSB,Wes Unseld,33,82,1701,172,218,187,12
1980,SEA,Gus Williams,26,82,2147,132,181,74,5
1980,BOS,Larry Bird,23,82,2039,241,162,176,6
1980,NYK,Toby Knight,24,81,2005,188,575,70,30
1980,DEN,Dan Issel,31,82,1219,182,248,26,14
1980,SEA,Dennis Johnson,25,81,1770,167,152,102,28
1980,SAS,George Gervin,27,78,1559,91,167,187,15
1980,IND,Johnny Davis,24,82,2096,302,367,96,11
1980,KCK,Otis Birdsong,24,82,1868,166,508,176,24
1980,BOS,Tiny Archibald,31,80,2293,121,475,27,15
1980,SDC,Swen Nater,30,81,1119,85,536,172,12
1980,GSW,Sonny Parker,24,82,1573,253,664,31,23
1980,POR,Ron Brewer,24,82,1204,260,278,88,29
1980,PHI,Julius Erving,29,78,2283,124,185,117,26
1980,CLE,Mike Mitchell,24,82,2154,232,676,151,19
1980,SAS,Larry Kenon,27,78,2102,282,112,90,2
1980,LAL,Magic Johnson,20,77,1706,268,383,123,29
1980,SEA,Jack Sikma,24,82,1672,90,100,62,4
1980,CHI,Dave Greenwood,22,82,1948,210,245,83,27
1980,PHI,Caldwell Jones,29,80,1876,282,281,144,25
1980,GSW,John Lucas,26,80,1350,147,605,64,21
1980,SDC,Brian Taylor,28,78,1804,125,512,148,30
1980,BOS,Cedric Maxwell,24,80,1093,267,326,119,6
1980,PHO,Truck Robinson,28,82,2080,265,166,178,19
1980,MIL,Marques Johnson,23,77,2014,267,616,96,26
1980,CLE,Randy Smith,31,82,2090,85,229,55,18
1980,HOU,Calvin Murphy,31,76,1819,136,474,77,15
1980,UTA,Adrian Dantley,23,68,1591,82,146,22,18
1980,CHI,Ricky Sobers,27,82,2185,119,368,113,24
1980,CLE,Dave Robisch,30,82,2115,59,630,90,3
1980,DET,Terry Tyler,23,82,1064,148,191,175,20
1980,PHO,Paul Westphal,29,82,1492,120,176,186,10
1980,NJN,Eddie Jordan,25,82,1916,137,143,155,25
1980,POR,Kermit Washington,28,80,1536,245,403,35,12
1980,IND,Mickey Johnson,27,82,1642,247,375,135,2
1980,PHI,Maurice Cheeks,23,79,1426,71,168,113,26
1980,MIL,Brian Winters,27,80,1638,263,186,126,3
1980,ATL,Eddie Johnson,24,79,1514,95,616,182,3
1980,KCK,Phil Ford,23,82,1811,192,130,179,16
1980,ATL,Dan Roundfield,26,81,2017,282,533,135,15
1980,SDC,World B. Free,26,68,2319,277,646,124,1
1980,NYK,Ray Williams,25,82,1927,124,314,30,28
1980,PHI,Darryl Dawkins,23,80,1073,295,181,101,20
1980,SEA,John Johnson,32,81,1867,285,655,48,1
1980,NJN,Mike Newlin,31,78,2172,222,536,44,9
1980,PHO,Don Buse,29,81,2038,136,589,154,2
1980,WSB,Greg Ballard,25,82,1041,239,492,139,5
1980,CLE,Foots Walker,28,76,2399,165,367,41,6
1980,KCK,Sam Lacey,31,81,1234,53,138,161,29
1980,NJN,Jan Van Breda Kolff,28,82,2242,87,575,164,15
1980,LAL,Jim Chones,30,82,1757,284,666,155,20
1980,DEN,Bob Wilkerson,25,75,2066,305,487,36,15
1980,DET,John Long,23,69,1816,268,307,102,2
1980,UTA,Ben Poquette,24,82,2381,128,689,170,13
1980,KCK,Scott Wedman,27,68,1956,99,499,21,9
1980,POR,Tom Owens,30,76,1218,86,379,164,3
1980,IND,Mike Bantom,28,77,1366,112,176,134,14
1980,SDC,Joe Bryant,25,81,1337,178,338,20,4
1980,MIL,Junior Bridgeman,26,81,1673,310,522,181,4
1980,IND,James Edwards,24,82,1131,82,392,144,20
1980,PHO,Walter Davis,25,75,1325,178,139,21,25
1980,ATL,John Drew,25,80,1464,295,576,180,21
1980,UTA,Allan Bristow,28,82,1549,63,294,53,1
1980,HOU,Robert Reid,24,76,1063,287,344,119,11
1980,SAS,James Silas,30,77,1219,268,460,181,13
1980,UTA,Ron Boone,33,75,1127,209,338,153,27
1980,DEN,John Roche,30,82,1290,185,677,63,22
1980,SEA,Lonnie Shelton,24,76,1277,118,305,61,10
1980,MIL,Dave Meyers,26,79,2240,229,558,36,15
1980,PHO,Alvan Adams,25,75,1911,107,123,146,28
1980,BOS,Dave Cowens,31,66,1038,128,617,52,9
1980,SDC,Sidney Wicks,30,71,2277,149,408,134,8
1980,PHI,Bobby Jones,28,81,1496,125,431,165,24
1980,HOU,Allen Leavell,22,77,1757,98,291,163,24
1980,ATL,Tree Rollins,24,82,1832,285,637,198,23
1980,NJN,George Johnson,31,81,1340,156,697,96,7
1980,GSW,Robert Parish,26,72,2118,122,129,90,12
1980,SDC,Freeman Williams,23,82,1602,91,351,80,19
1980,BOS,Chris Ford,31,73,1514,98,494,22,12
1980,SAS,Mark Olberding,23,75,2195,146,532,160,5
1980,DET,Bob McAdoo,28,58,2226,131,629,132,29
1980,ATL,Armond Hill,26,79,2024,284,307,32,28
1980,KCK,Reggie King,22,82,1039,310,679,41,13
1980,GSW,Jo Jo White,33,78,1406,132,631,147,21
1980,NJN,Calvin Natt,23,53,2243,174,115,193,3
1980,PHI,Henry Bibby,30,82,1574,70,173,89,12
1980,IND,Dudley Bradley,22,82,1141,172,681,85,27
1980,BOS,M.L. Carr,29,82,1598,155,410,45,30
1980,SDC,Bingo Smith,33,70,1301,221,319,115,13
1980,LAL,Michael Cooper,23,82,1837,81,193,177,16
1980,SAS,Kevin Restani,28,82,1747,140,364,26,8
1980,DEN,George Johnson,23,75,1609,171,302,190,9
1980,BOS,Rick Robey,24,82,1804,234,665,149,25
1980,KCK,Bill Robinzine,27,81,1683,109,284,161,7
1980,IND,Billy Knight,27,75,1951,130,129,118,2
1980,NYK,Larry Demic,22,82,1280,189,337,191,28
1980,DEN,Charlie Scott,31,69,1236,258,304,26,6
1980,ATL,Steve Hawes,29,82,1950,56,654,186,10
1980,POR,T.R. Dunn,24,82,1573,236,465,68,20
1980,HOU,Rudy Tomjanovich,31,62,2079,255,486,49,21
1980,CHI,Coby Dietrick,31,79,1844,151,525,70,13
1980,WSB,Kevin Grevey,26,65,1693,89,671,157,28
1980,HOU,Rick Barry,35,72,1829,305,274,117,22
1980,SAS,Paul Griffin,26,82,2205,196,672,43,4
1980,ATL,Charlie Criss,31,81,1571,211,260,114,22
1980,UTA,Duck Williams,23,77,1627,146,337,175,14
1980,DET,Leon Douglas,25,70,1545,169,295,179,27
1980,CLE,Kenny Carr,24,74,2161,119,436,144,18
1980,GSW,Wayne Cooper,23,79,2153,263,357,71,6
1980,UTA,Terry Furlow,25,55,2100,133,696,185,19
1980,SEA,Fred Brown,31,80,2053,136,523,113,28
1980,MIL,Quinn Buckner,25,67,2043,204,508,76,14
1980,GSW,Clifford Ray,31,81,1844,150,691,20,27
1980,NJN,Cliff Robinson,19,70,1016,72,203,133,10
1980,GSW,Purvis Short,22,62,1930,56,210,189,11
1980,UTA,James Hardy,23,76,2139,124,478,182,3
1980,CLE,Austin Carr,31,77,2240,290,256,190,2
1980,SEA,Paul Silas,36,82,1804,191,331,76,22
1980,POR,Dave Twardzik,29,67,1629,125,123,167,18
1980,PHO,Mike Bratz,24,82,1739,141,679,189,8
1980,POR,Bob Gross,26,62,1364,134,504,147,14
1980,CHI,Artis Gilmore,30,48,1391,125,274,42,21
1980,NYK,Joe Meriweather,26,65,1026,211,496,46,7
1980,MIL,Sidney Moncrief,22,77,2096,109,162,41,20
1980,UTA,Tom Boswell,26,61,1490,144,219,124,8
1980,GSW,Phil Smith,27,51,1665,156,620,59,2
1980,HOU,Tom Henderson,28,66,2347,195,238,59,7
1980,HOU,Major Jones,26,82,1843,141,676,116,20
1980,LAL,Spencer Haywood,30,76,1922,273,558,191,4
1980,PHI,Steve Mix,32,81,1192,272,299,58,2
1980,IND,Clemon Johnson,23,79,1571,105,359,183,11
1980,WSB,Jim Cleamons,30,57,1758,127,628,171,25
1980,CHI,Ollie Johnson,30,79,2202,273,546,101,21
1980,IND,Alex English,26,54,2092,266,504,169,21
1980,WSB,Kevin Porter,29,70,1832,148,429,34,27
1980,SAS,Mike Gale,29,67,1263,229,470,159,18
1980,DET,Eric Money,24,55,2138,215,138,134,2
1980,NJN,Rich Kelley,26,57,1663,194,346,31,10
1980,WSB,Bob Dandridge,32,45,1996,102,534,115,3
1980,CLE,Bill Willoughby,22,78,2308,189,682,161,12
1980,DEN,George McGinnis,29,45,1286,84,127,140,18
1980,PHO,Gar Heard,31,82,2276,163,267,60,25
1980,KCK,Ernie Grunfeld,24,80,2375,144,491,153,3
1980,DET,Bob Lanier,31,37,1427,225,428,109,26
1980,MIL,Kent Benson,25,56,1087,173,382,82,24
1980,MIL,Harvey Catchings,28,72,1754,282,308,61,20
1980,KCK,Billy McKinney,24,76,1196,115,177,31,27
1980,DET,Terry Duerod,23,67,2310,140,346,189,10
1980,CLE,Campy Russell,28,41,1258,193,190,20,30
1980,CLE,John Lambert,27,74,1015,247,438,80,25
1980,PHO,Alvin Scott,24,79,1022,143,188,68,15
1980,CHI,Scott May,25,54,1666,199,195,95,13
1980,POR,Abdul Jeelani,25,77,2154,217,110,77,11
1980,WSB,Larry Wright,25,76,1579,301,244,185,3
1980,POR,Jim Paxson,22,72,2259,259,496,172,2
1980,ATL,Jack Givens,23,82,1217,92,224,87,15
1980,SAS,Mike Evans,24,79,1936,286,575,129,28
1980,MIL,Lloyd Walton,26,76,2373,110,503,151,6
1980,DEN,David Thompson,25,39,1923,118,259,181,24
1980,DET,Greg Kelser,22,50,2108,126,391,36,1
1980,GSW,Tom Abernethy,25,67,1873,130,429,162,20
1980,SAS,Billy Paultz,31,47,1568,86,400,31,5
1980,DEN,Kim Hughes,27,70,1324,109,280,25,23
1980,DET,Phil Hubbard,23,64,1991,191,232,151,7
1980,POR,Maurice Lucas,27,41,1155,71,412,120,20
1980,CHI,Dwight Jones,27,53,1930,104,353,86,18
1980,SEA,Tom LaGarde,24,82,1489,150,437,119,24
1980,GSW,Raymond Townsend,24,75,2097,169,415,44,21
1980,NYK,Hollis Copeland,24,75,1191,271,564,110,16
1980,CHI,Mark Landsberger,24,54,1848,220,485,149,11
1980,IND,Joe Hassett,24,74,1404,233,140,149,26
1980,SDC,Nick Weatherspoon,29,57,2379,189,369,46,27
1980,PHO,Johnny High,22,82,2375,213,650,193,16
1980,DET,Roy Hamilton,22,72,1034,271,566,139,29
1980,DEN,Gary Garland,22,78,1619,85,114,190,24
1980,NJN,Winford Boynes,22,64,2273,94,594,90,9
1980,MIL,Richard Washington,24,75,1394,187,150,20,10
1980,ATL,Tom McMillen,27,53,1517,287,430,194,4
1980,BOS,Gerald Henderson,24,76,2216,276,283,23,11
1980,CLE,Willie Smith,26,62,1737,81,459,84,10
1980,HOU,Mike Dunleavy,25,51,1391,235,681,199,12
1980,DEN,Glen Gondrezick,24,59,1194,265,522,169,5
1980,POR,Jim Brewer,28,67,1955,145,288,42,19
1980,DET,Jim McElroy,26,36,1923,276,469,152,12
1980,PHI,Clint Richardson,23,52,1374,249,278,120,26
1980,HOU,Billy Paultz,31,37,2252,204,144,188,2
1980,WSB,Roger Phegley,23,50,1212,196,462,110,1
1980,PHI,Doug Collins,28,36,2111,208,555,27,24
1980,NYK,Geoff Huston,22,71,1152,102,396,30,28
1980,KCK,Len Elmore,27,58,1927,281,570,65,11
1980,PHO,Jeff Cook,23,66,2126,116,141,42,6
1980,MIL,Pat Cummings,23,71,1582,113,598,104,24
1980,DEN,Alex English,26,24,1788,64,472,108,13
1980,CHI,Del Beshore,23,68,1396,52,509,48,9
1980,KCK,Gus Gerard,26,73,1023,185,699,105,22
1980,SEA,Wally Walker,25,70,1798,288,304,64,15
1980,WSB,Dave Corzine,23,78,1286,300,669,145,12
1980,POR,Calvin Natt,23,25,1313,157,689,73,9
1980,DET,Ron Lee,27,31,2388,113,185,141,19
1980,NYK,Mike Glenn,24,75,1002,72,573,138,8
1980,PHI,Lionel Hollins,26,27,2020,114,637,34,7
1980,IND,George McGinnis,29,28,2104,51,358,56,12
1980,SAS,John Shumate,27,27,1292,95,247,132,10
1980,UTA,Paul Dawkins,22,57,2244,219,420,108,19
1980,UTA,Mack Calvin,32,48,1652,313,474,97,11
1980,NJN,John Williamson,28,28,1965,129,534,69,12
1980,MIL,Bob Lanier,31,26,1429,235,485,97,16
1980,NJN,Robert Smith,24,59,2316,60,501,134,13
1980,SEA,James Bailey,22,67,1467,99,575,53,8
1980,NJN,Bob Elliott,24,54,1341,201,217,188,22
1980,PHO,Joel Kramer,24,54,1784,210,324,52,26
1980,GSW,Darnell Hillman,30,49,1337,172,149,70,9
1980,NJN,Maurice Lucas,27,22,2313,285,284,66,7
1980,BOS,Jeff Judkins,23,65,1402,141,347,66,28
1980,NYK,Earl Monroe,35,51,1527,247,297,136,10
1980,SAS,Wiley Peck,22,52,1879,161,187,183,30
1980,WSB,John Williamson,28,30,1795,107,219,199,14
1980,LAL,Don Ford,27,52,1028,152,179,179,20
1980,SDC,Stan Pietkiewicz,23,50,1866,180,555,24,22
1980,CHI,Dennis Awtrey,31,26,1502,60,259,145,10
1980,NYK,Sly Williams,22,57,1072,232,479,149,14
1980,NJN,Roger Phegley,23,28,2280,218,288,86,15
1980,CHI,Ollie Mack,22,23,1994,290,321,94,15
1980,BOS,Don Chaney,33,60,2068,111,464,51,20
1980,DEN,Tom Boswell,26,18,1597,312,419,75,17
1980,UTA,Pete Maravich,32,17,1031,212,548,103,27
1980,ATL,Jim McElroy,26,31,1296,130,360,95,9
1980,DET,Kent Benson,25,17,1331,109,312,36,10
1980,DEN,Bo Ellis,25,48,2036,271,375,87,30
1980,CHI,Sam Smith,25,30,1958,180,276,112,6
1980,DEN,Anthony Roberts,24,23,2195,143,439,138,27
1980,WSB,Phil Chenier,29,20,2388,229,119,62,4
1980,KCK,Mike Green,28,21,1874,71,582,49,2
1980,WSB,Mitch Kupchak,25,40,1705,271,306,66,27
1980,POR,Larry Steele,30,16,1789,166,110,105,15
1980,BOS,Pete Maravich,32,26,2331,154,257,85,14
1980,PHI,Jim Spanarkel,22,40,2352,181,335,95,15
1980,BOS,Eric Fernsten,26,56,1036,199,494,41,20
1980,CLE,Don Ford,27,21,1841,151,399,189,14
1980,UTA,Bernard King,23,19,2194,225,282,46,17
1980,POR,Lionel Hollins,26,20,1519,267,589,76,26
1980,ATL,Terry Furlow,25,21,2009,117,268,140,16
1980,CHI,John Mengelt,30,36,1142,310,279,169,9
1980,DET,Earl Evans,24,36,2400,308,696,60,30
1980,IND,Phil Chenier,29,23,2346,175,414,29,9
1980,LAL,Mark Landsberger,24,23,1159,189,288,187,7
1980,PHO,Rich Kelley,26,23,1734,300,135,56,29
1980,ATL,Sam Pellom,28,44,1169,83,332,188,14
1980,ATL,Ron Lee,27,30,1752,56,187,98,14
1980,ATL,John Brown,28,28,2292,160,376,47,26
1980,SDC,Bill Walton,27,14,1212,298,484,55,21
1980,HOU,John Shumate,27,29,1091,193,208,151,21
1980,UTA,Jerome Whitehead,23,32,1956,232,315,47,19
1980,SEA,Vinnie Johnson,23,38,2371,113,530,95,12
1980,POR,Kevin Kunnert,28,18,1685,288,230,64,1
1980,KCK,Marlon Redmond,24,24,1583,187,618,141,23
1980,NYK,Marvin Webster,27,20,1096,276,188,23,5
1980,SDC,Marvin Barnes,27,20,2156,252,375,186,7
1980,UTA,John Gianelli,29,17,1833,118,432,153,26
1980,HOU,Dwight Jones,27,21,1557,154,426,155,22
1980,SDC,Steve Malovic,23,28,1931,197,658,125,21
1980,KCK,Tom Burleson,27,37,1991,267,269,194,13
1980,NYK,Jim Cleamons,30,22,1375,174,509,117,4
1980,POR,Billy Ray Bates,23,16,1306,50,341,142,23
1980,DET,John Shumate,27,9,2009,128,664,40,3
1980,CLE,Earl Tatum,26,33,1877,197,497,29,15
1980,SDC,Jerome Whitehead,23,18,1034,196,202,110,16
1980,UTA,Brad Davis,24,13,1282,78,347,123,19
1980,SAS,Irv Kiffin,28,26,1193,201,460,190,10
1980,LAL,Brad Holland,23,38,2138,178,251,154,25
1980,LAL,Marty Byrnes,23,32,1367,181,686,157,5
1980,NJN,Phil Jackson,34,16,1043,291,692,20,12
1980,SAS,Sylvester Norris,22,17,1924,200,300,42,1
1980,WSB,Gus Bailey,28,20,1212,271,354,177,13
1980,DET,Steve Malovic,23,10,1599,258,280,129,26
1980,GSW,John Coughran,28,24,1769,197,171,166,28
1980,LAL,Ollie Mack,22,27,1983,52,130,90,3
1980,GSW,Bubba Wilson,24,16,1346,106,503,90,4
1980,CLE,Bingo Smith,33,8,1512,115,636,153,14
1980,SDC,Bob Carrington,26,10,2069,194,159,128,23
1980,WSB,Lawrence Boston,23,13,2095,85,592,51,24
